article_id,published,title,HyperLink,url,feed_label,Sectors,Bank1,Bank2,Country1,Country2,Projects(EWSProjectID),EWS Project Name,EWS hyperlink
e9482ff2,2/24/18,"ADB, B.Grimm Power Expand Support for Renewable Energy in ASEAN",http://moderndiplomacy.eu/2018/02/24/adb-b-grimm-power-expand-support-renewable-energy-asean/,http://moderndiplomacy.eu/2018/02/24/adb-b-grimm-power-expand-support-renewable-energy-asean/,NEWS ADB - All Streams,"Construction, Finance",ADB,,Thailand,,ADB-50410-001,ASEAN Distributed Power Project: Initial Poverty and Social Analysis (ADB-50410-001),https://ewsdata.rightsindevelopment.org/projects/50410-001-asean-distributed-power-project-initial-poverty-a/
c2a956dd,5/7/18,"ADB loan, equity to Ameriabank to help promote financial inclusion in Armenia",http://arka.am/en/news/business/adb_loan_equity_to_ameriabank_to_help_promote_financial_inclusion_in_armenia/,http://arka.am/en/news/business/adb_loan_equity_to_ameriabank_to_help_promote_financial_inclusion_in_armenia/,NEWS ADB - All Streams,Finance,ADB,,Armenia,,ADB-51184-001,Strengthening the Banking Sector for Financial Inclusion,Unpublished in EWS
9fd5c398,2/6/18,AfDB okays $10million bond support fund,http://thenationonlineng.net/afdb-okays-10million-bond-support-fund/,http://thenationonlineng.net/afdb-okays-10million-bond-support-fund/,NEWS AFDB- All Streams,Finance,AFBD,,"Botswana, Ghana, Kenya, Zambia, Lesotho, Senegal, Côte d’Ivoire, Nigeria, Uganda, Malawi, Gabon and Togo",,African Local Currency Bond Fund (ALCB Fund),African Local Currency Bond Fund (ALCB Fund),
b2d42591,3/26/18,AfDB to launch 12 projects for agricultural SMEs in 6 African countries on March 27-29,https://www.ecofinagency.com/public-management/2603-38250-afdb-to-launch-12-projects-for-agricultural-smes-in-6-african-countries-on-march-27-29,https://www.ecofinagency.com/public-management/2603-38250-afdb-to-launch-12-projects-for-agricultural-smes-in-6-african-countries-on-march-27-29,NEWS AFDB- All Streams,Finance,AFBD,,"Ghana, Ethiopia, Malawi, Nigeria, Mozambique and Burkina Faso.",,"Agriculture fast-track fund (AFT),","Agriculture fast-track fund (AFT),",
6c25cda0,6/3/18,AIIB seeks to strengthen co-op with Azerbaijan,https://www.azernews.az/business/133053.html,https://www.azernews.az/business/133053.html,NEWS AIIB - All Streams,Energy,AIIB,,Azerbaijan,,AIIB-000011,Azerbaijan: Trans Anatolian Natural Gas Pipeline Project (TANAP),https://ewsdata.rightsindevelopment.org/projects/000011-azerbaijan-trans-anatolian-natural-gas-pipeline-p/
f08d78,2/26/18,"AIIB approves $60 million for Bangladesh power plant, considering investing $885m more",https://bdnews24.com/economy/2018/02/27/aiib-approves-60-million-for-bangladesh-power-plant-considering-investing-885m-more,https://bdnews24.com/economy/2018/02/27/aiib-approves-60-million-for-bangladesh-power-plant-considering-investing-885m-more,NEWS AIIB - All Streams,Energy,AIIB,,Bangladesh,,AIIB-000015,Bangladesh: Natural Gas Infrastructure and Efficiency Improvement Project (AIIB-000015),https://ewsdata.rightsindevelopment.org/projects/000015-bangladesh-natural-gas-infrastructure-and-efficie/
def9e94e,6/3/18,"Andhra land acquisition law passed under World Bank ""direction"" to build capital Amravati, as land pooling system fails",https://www.counterview.net/2018/06/andhra-land-acquisition-law-passed.html,https://www.counterview.net/2018/06/andhra-land-acquisition-law-passed.html,NEWS AIIB - All Streams,Infrastructure,AIIB,,India,,AIIB-000019,Amaravati Sustainable Capital City Development Project,https://ewsdata.rightsindevelopment.org/projects/000019-india-amaravati-sustainable-capital-city-developm/
53b2c218,2/21/18,"With Port Project, Georgia Seeks Place on China's Belt and Road",https://eurasianet.org/s/with-port-project-georgia-seeks-place-on-chinas-belt-and-road,https://eurasianet.org/s/with-port-project-georgia-seeks-place-on-chinas-belt-and-road,NEWS AIIB - All Streams,Infrastructure,AIIB,,Georgia,,AIIB-000021,Batumi Bypass Road Project,https://ewsdata.rightsindevelopment.org/projects/000021-georgia-batumi-bypass-road-project/
8d7610c9,2/21/18,"BMRCL may tweak packages, tunnel length on Dairy Circle-Nagawara route",https://timesofindia.indiatimes.com/city/bengaluru/bmrcl-may-tweak-packages-tunnel-length-on-dairy-circle-nagawara-route/articleshow/63020183.cms,https://timesofindia.indiatimes.com/city/bengaluru/bmrcl-may-tweak-packages-tunnel-length-on-dairy-circle-nagawara-route/articleshow/63020183.cms,NEWS AIIB - All Streams,Transport,AIIB,,India,,AIIB-000038,Bangalore Metro Rail Project - Line R6,https://ewsdata.rightsindevelopment.org/projects/000038-india-bangalore-metro-rail-project-line-r6/
e447cff1,1/16/18,European investment bank & BMRCL sign project pact on funding metro phase 2 line,https://timesofindia.indiatimes.com/business/india-business/european-investment-bank-bmrcl-sign-project-pact-on-funding-metro-phase-2-line/articleshow/62529794.cms,https://timesofindia.indiatimes.com/business/india-business/european-investment-bank-bmrcl-sign-project-pact-on-funding-metro-phase-2-line/articleshow/62529794.cms,NEWS AIIB - All Streams,Transport,AIIB,,India,,AIIB-000038,Bangalore Metro Rail Project - Line R6,https://ewsdata.rightsindevelopment.org/projects/000038-india-bangalore-metro-rail-project-line-r6/
328b7a21,2/20/18,"10 towns in Krishna, Guntur to get new water schemes",https://timesofindia.indiatimes.com/city/visakhapatnam/10-towns-in-krishna-guntur-to-get-new-water-schemes/articleshow/63004649.cms,https://timesofindia.indiatimes.com/city/visakhapatnam/10-towns-in-krishna-guntur-to-get-new-water-schemes/articleshow/63004649.cms,NEWS AIIB - All Streams,Water and Sanitation,AIIB,,India,,AIIB-000079,Andhra Pradesh Urban Water Supply and Septage Management Improvement Project,https://ewsdata.rightsindevelopment.org/projects/AIIB-000079/
9b695369,5/8/18,Andhra Pradesh government accords sanction for water supply project,http://www.newindianexpress.com/cities/vijayawada/2018/may/09/andhra-pradesh-government-accords-sanction-for-water-supply-project-1812268.html,http://www.newindianexpress.com/cities/vijayawada/2018/may/09/andhra-pradesh-government-accords-sanction-for-water-supply-project-1812268.html,NEWS AIIB - All Streams,Water and Sanitation,AIIB,,India,,AIIB-000079,Andhra Pradesh Urban Water Supply and Septage Management Improvement Project,https://ewsdata.rightsindevelopment.org/projects/AIIB-000079/
67ebc632,2/26/18,"AIIB approves $285 million of loans to Bangladesh for power, energy",https://in.reuters.com/article/bangladesh-aiib-investment/aiib-approves-285-million-of-loans-to-bangladesh-for-power-energy-idINKCN1GA1DB,https://in.reuters.com/article/bangladesh-aiib-investment/aiib-approves-285-million-of-loans-to-bangladesh-for-power-energy-idINKCN1GA1DB,NEWS AIIB - All Streams,Energy,AIIB,,Bangladesh,,"AIIB-0003, AIIB-000015, AIIB-00057",,"https://ewsdata.rightsindevelopment.org/projects/00057-bangladesh-bhola-ipp/, https://ewsdata.rightsindevelopment.org/projects/0003-bangladesh-distribution-system-upgrade-and-expans/, https://ewsdata.rightsindevelopment.org/projects/000015-bangladesh-natural-gas-infrastructure-and-efficie/"
26c96673,3/7/18,AfDB approves $100m trade finance facility in Angola,https://www.txfnews.com/Tracker/Details/0e66d883-8abd-4342-a812-c9b61c2cbaeb/AfDB-approves-100m-trade-finance-facility-in-Angola,https://www.txfnews.com/Tracker/Details/0e66d883-8abd-4342-a812-c9b61c2cbaeb/AfDB-approves-100m-trade-finance-facility-in-Angola,NEWS AFDB- All Streams,Finance,AFBD,,Angola,,Angola's Investment Bank - Banco Angolano de Investimentos,Angola's Investment Bank - Banco Angolano de Investimentos,Not matched.
86d7fa70,1/5/18,US$100m for Beitbridge border rehabilitation,https://www.theindependent.co.zw/2018/01/05/us100m-beitbridge-border-rehabilitation/,https://www.theindependent.co.zw/2018/01/05/us100m-beitbridge-border-rehabilitation/,NEWS AFDB- All Streams,Infrastructure,AFBD,,Zimbabwe,,Beitbridge border rehabilitation. Not found.,Beitbridge border rehabilitation. Not found.,
fd6ca411,1/19/18,AfDB Funds USD 101 Million Angola Projects,https://www.ooskanews.com/story/2018/01/afdb-funds-usd-101-million-angola-projects_175534,https://www.ooskanews.com/story/2018/01/afdb-funds-usd-101-million-angola-projects_175534,NEWS AFDB- All Streams,"Agriculture and Forestry, Industry and Trade",AFBD,,Angola,,CABINDA PROVINCE AGRICULTURE VALUE CHAINS DEVELOPMENT PROJECT,CABINDA PROVINCE AGRICULTURE VALUE CHAINS,https://www.afdb.org/en/projects-and-operations/project-portfolio/p-ao-aaz-001/
82edb610,3/14/18,AfDB extends $25m loan facility to private sector,http://www.chronicle.co.zw/afdb-extends-25m-loan-facility-to-private-sector/,http://www.chronicle.co.zw/afdb-extends-25m-loan-facility-to-private-sector/,NEWS AFDB- All Streams,Finance,AFBD,,Zimbabwe,,CABS,,
cd5cc896,4/20/18,Nigeria's private sector attracts a $70 million investment from the AfDB and European Investment Bank,http://venturesafrica.com/nigerias-private-sector-attracts-a-70-million-investment-from-the-afdb-and-eib/,http://venturesafrica.com/nigerias-private-sector-attracts-a-70-million-investment-from-the-afdb-and-eib/,NEWS AFDB- All Streams,Finance,AFBD,EIB,Nigeria,,Development Bank of Nigeria,,
98cae838,2/6/18,"Gov't secures $20m AfDB cash to construct link road, facilitate 2nd 'Adomi Bridge'",https://www.ghanaweb.com/GhanaHomePage/business/Gov-t-secures-20m-AfDB-cash-to-construct-link-road-facilitate-2nd-Adomi-Bridge-623910,https://www.ghanaweb.com/GhanaHomePage/business/Gov-t-secures-20m-AfDB-cash-to-construct-link-road-facilitate-2nd-Adomi-Bridge-623910,NEWS AFDB- All Streams,Infrastructure,AFBD,JICA,Ghana,,"Dorfor Adidome, the site for constructing an alternative bridge across the Volta Lake, Kwasi Amoako-Atta",,
cd0ebdc7,1/12/18,Plem construction of Polytechnic College annex taking shape: Funded by AfDB,https://www.nyasatimes.com/plem-construction-polytechnic-college-annex-taking-shape-funded-afdb/,https://www.nyasatimes.com/plem-construction-polytechnic-college-annex-taking-shape-funded-afdb/,NEWS AFDB- All Streams,Infrastructure,AFBD,,Malawi,,"Dorfor Adidome, the site for constructing an alternative bridge across the Volta Lake, Kwasi Amoako-Atta",,
32288717,2/2/18,EBRD offers $230m for Georgia's Nenskra Hydro Power Plant,http://agenda.ge/news/94990/eng,http://agenda.ge/news/94990/eng,NEWS EBRD - All streams,Hydropower,EBRD,,Georgia,,EBRD-46778,Nenskra HPP,https://ewsdata.rightsindevelopment.org/projects/46778-nenskra-hpp/
5ac77e66,2/2/18,EBRD Board of Directors Unanimously Approves Nenskra HPP Project Financing,http://georgiatoday.ge/news/8990/EBRD-Board-of-Directors-Unanimously-Approves-Nenskra-HPP-Project-Financing,http://georgiatoday.ge/news/8990/EBRD-Board-of-Directors-Unanimously-Approves-Nenskra-HPP-Project-Financing,NEWS EBRD - All streams,"Energy, Construction, Hydropower

",EBRD,,Georgia,,EBRD-46778,Nenskra HPP (EBRD-46778),https://ewsdata.rightsindevelopment.org/projects/46778-nenskra-hpp/
8beead9b,5/9/18,"EBRD, partners extend funds for 30-MW solar project in Mongolia",https://renewablesnow.com/news/ebrd-partners-extend-funds-for-30-mw-solar-project-in-mongolia-611850/,https://renewablesnow.com/news/ebrd-partners-extend-funds-for-30-mw-solar-project-in-mongolia-611850/,NEWS EBRD - All streams,Energy,EBRD,,Mongolia,,EBRD-48576,Desert Solar Power Project (EBRD-48576),https://ewsdata.rightsindevelopment.org/projects/48576-desert-solar-power-project/
a0aeaf74,1/4/18,Asiamoney best bank awards 2017: Mongolia,https://www.euromoney.com/article/b16bqhwq7ncydn/asiamoney-best-bank-awards-2017-mongolia,https://www.euromoney.com/article/b16bqhwq7ncydn/asiamoney-best-bank-awards-2017-mongolia,NEWS EBRD - All streams,Finance,EBRD,,Mongolia,,EBRD-49078,XacBank MSME-loan 2017,https://ewsdata.rightsindevelopment.org/projects/49078-xacbank-msme-loan-2017/
723c5fd0,3/29/18,EBRD loans Turkish agricultural firm $48M for expansion,https://aa.com.tr/en/economy/ebrd-loans-turkish-agricultural-firm-48m-for-expansion/1103005,https://aa.com.tr/en/economy/ebrd-loans-turkish-agricultural-firm-48m-for-expansion/1103005,NEWS EBRD - All streams,"Agriculture and Forestry, Industry and Trade",EBRD,,Turkey,,EBRD-49188,Tiryaki Agro Trading (EBRD-49188),https://ewsdata.rightsindevelopment.org/projects/49188-tiryaki-agro-trading/
187e6ca7,3/29/18,EBRD loans $48M to Turkey's leading agricultural firm Tirkyaki Agro,https://www.dailysabah.com/economy/2018/03/29/ebrd-loans-48m-to-turkeys-leading-agricultural-firm-tirkyaki-agro,https://www.dailysabah.com/economy/2018/03/29/ebrd-loans-48m-to-turkeys-leading-agricultural-firm-tirkyaki-agro,NEWS EBRD - All streams,"Agriculture and Forestry, Industry and Trade",EBRD,,Turkey,,EBRD-49188,Tiryaki Agro Trading (EBRD-49188),https://ewsdata.rightsindevelopment.org/projects/49188-tiryaki-agro-trading/
c12c6253,2/9/18,EBRD finances 45MW wind farm in Jordan,https://www.txfnews.com/Ticker/Redirect/b4b57bf8-2645-47b1-b233-22d2c48be002?ShowSmallPage=True,https://www.txfnews.com/Ticker/Redirect/b4b57bf8-2645-47b1-b233-22d2c48be002?ShowSmallPage=True,NEWS EBRD - All streams,Energy,EBRD,,Georgia,,EBRD-49222,Shobak Wind Farm (EBRD-49222),https://ewsdata.rightsindevelopment.org/projects/49222-shobak-wind-farm/
4bbe39d3,5/30/18,EBRD makes its largest ever equity investment in the tourism sector buying into D Marinas,http://www.intellinews.com/ebrd-makes-its-largest-ever-equity-investment-in-the-tourism-sector-buying-into-d-marinas-142449/,http://www.intellinews.com/ebrd-makes-its-largest-ever-equity-investment-in-the-tourism-sector-buying-into-d-marinas-142449/,NEWS EBRD - All streams,Industry and Trade,EBRD,,"Turkey, Greece, Croatia",,EBRD-49556,D-Marin International,https://ewsdata.rightsindevelopment.org/projects/49556-d-marin-international/
3171005d,1/5/18,EBRD provides â‚¬28 million to rehabilitate Georgia's Enguri HPP,http://agenda.ge/news/93377/eng,http://agenda.ge/news/93377/eng,NEWS EBRD - All streams,Energy,EBRD,,Georgia,,EBRD-49649,Enguri HPP Climate Resilience Upgrade,https://ewsdata.rightsindevelopment.org/projects/49649-enguri-hpp-climate-resilience-upgrade/
92066ec1,1/28/18,Egypt signs agreement to receive last $500M tranche of AFDB loan,https://www.egypttoday.com/Article/3/41268/Egypt-signs-agreement-to-receive-last-500M-tranche-of-AFDB,https://www.egypttoday.com/Article/3/41268/Egypt-signs-agreement-to-receive-last-500M-tranche-of-AFDB,NEWS AFDB- All Streams,Energy,AFBD,,Egypt,,Egypt’s Economic Governance and Energy Support Program.,Egypt’s Economic Governance and Energy Support Program.,Not matched in EWS.
ef56fb55,2/7/18,EIB approves $1.8bn financing for Trans-Adriatic Pipeline,http://transportationandstorage.energy-business-review.com/news/eib-approves-18bn-financing-for-trans-adriatic-pipeline-070218-6048793,http://transportationandstorage.energy-business-review.com/news/eib-approves-18bn-financing-for-trans-adriatic-pipeline-070218-6048793,NEWS EIB - All streams,Energy,EIB,,"Albania, Greece, Italy",,EIB-20140596,Trans-Adriatic Pipeline,https://ewsdata.rightsindevelopment.org/projects/20140596-trans-adriatic-pipeline/
14c44722,1/23/18,Centum affiliate firm to get Sh19.5bn for geothermal plant,https://www.businessdailyafrica.com/corporate/companies/Centum-affiliate-firm-to-get-Sh19-5bn-for-geothermal-plant/4003102-4275348-qxk6rz/,https://www.businessdailyafrica.com/corporate/companies/Centum-affiliate-firm-to-get-Sh19-5bn-for-geothermal-plant/4003102-4275348-qxk6rz/,NEWS EIB - All streams,Energy,EIB,,Kenya,,EIB-20140645,AKIIRA I GEOTHERMAL POWER PLANT,https://ewsdata.rightsindevelopment.org/projects/20140645-akiira-i-geothermal-power-plant/
b2f5fc11,2/6/18,EIB approves 1.5 billion euro loan to TAP gas pipeline,https://uk.reuters.com/article/uk-eu-energy/eib-approves-15-billion-euro-loan-to-tap-gas-pipeline-idUKKBN1FQ2DA,https://uk.reuters.com/article/uk-eu-energy/eib-approves-15-billion-euro-loan-to-tap-gas-pipeline-idUKKBN1FQ2DA,NEWS EIB - All streams,Energy,EIB,,Turkey,,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/
7d39b84d,2/7/18,EIB approves Eur1.5 bil TAP natural gas link loan after 'enhanced' corruption probe,https://www.platts.com/latest-news/natural-gas/London/EIB-approves-Eur15-bil-TAP-natural-gas-link-loan-26887329,https://www.platts.com/latest-news/natural-gas/London/EIB-approves-Eur15-bil-TAP-natural-gas-link-loan-26887329,NEWS EIB - All streams,Energy,EIB,,Turkey,,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/
b9bd7ce0,2/6/18,EIB gives TAP 1.5 bn loan (3),http://www.ansa.it/english/news/politics/2018/02/06/eib-gives-tap-1.5-bn-loan-3_b9911386-eaad-4c9c-9fb7-50380d74baae.html,http://www.ansa.it/english/news/politics/2018/02/06/eib-gives-tap-1.5-bn-loan-3_b9911386-eaad-4c9c-9fb7-50380d74baae.html,NEWS EIB - All streams,Energy,EIB,,Turkey,,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/
bbfb53e9,2/6/18,EIB approves 1.5 billion euro loan for TAP gas pipeline,https://uk.reuters.com/article/uk-eu-energy/eib-approves-15-billion-euro-loan-for-tap-gas-pipeline-idUKKBN1FQ2DA,https://uk.reuters.com/article/uk-eu-energy/eib-approves-15-billion-euro-loan-for-tap-gas-pipeline-idUKKBN1FQ2DA,NEWS EIB - All streams,Energy,EIB,,Turkey,,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/
874e2620,2/7/18,EIB Approves â‚¬1.5bn TAP Loan,https://www.naturalgasworld.com/eib-approves-1.5bn-tap-loan-58725,https://www.naturalgasworld.com/eib-approves-1.5bn-tap-loan-58725,NEWS EIB - All streams,Energy,EIB,,Turkey,,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/
57de6b56,3/19/18,EIB reveals details of loan for TANAP (Exclusive),https://en.trend.az/business/energy/2875583.html,https://en.trend.az/business/energy/2875583.html,NEWS EIB - All streams,Energy,EIB,,Turkey,,EIB-20150676,TANAP TRANS-ANATOLIAN NATURAL GAS PIPELINE (EIB-20150676),https://ewsdata.rightsindevelopment.org/projects/20150676-tanap-trans-anatolian-natural-gas-pipeline/
27779270,2/1/18,Transport: 134 mn from EIB for Nis-Dimitrovgrad rail service,http://www.ansamed.info/ansamed/en/news/sections/transport/2018/02/01/transport-134-mn-from-eib-for-nis-dimitrovgrad-rail-service_c7b975ff-7e84-4c7f-8d9a-1e8132440869.html,http://www.ansamed.info/ansamed/en/news/sections/transport/2018/02/01/transport-134-mn-from-eib-for-nis-dimitrovgrad-rail-service_c7b975ff-7e84-4c7f-8d9a-1e8132440869.html,NEWS EIB - All streams,"Construction, Transport",EIB,,Serbia,,EIB-20160341,RAILWAY NIS-DIMITROVGRAD (EIB-20160341),https://ewsdata.rightsindevelopment.org/projects/20160341-railway-nis-dimitrovgrad/
b1310eb5,2/1/18,EIB to lend 130 mln euro for Serbia's Nis-Dimitrovgrad railway overhaul,https://seenews.com/news/eib-to-lend-130-mln-euro-for-serbias-nis-dimitrovgrad-railway-overhaul-600282,https://seenews.com/news/eib-to-lend-130-mln-euro-for-serbias-nis-dimitrovgrad-railway-overhaul-600282,NEWS EIB - All streams,Transport,EIB,,Serbia,,EIB-20160341,RAILWAY NIS-DIMITROVGRAD (EIB-20160341),https://ewsdata.rightsindevelopment.org/projects/20160341-railway-nis-dimitrovgrad/
af79244f,1/12/18,Bulgarian EU Presidency begins with EIB loan of 100M euro under Juncker Plan for agri-pharma firm,https://sofiaglobe.com/2018/01/12/bulgarian-eu-presidency-begins-with-eib-loan-of-100m-euro-under-juncker-plan-for-agri-pharma-firm/,https://sofiaglobe.com/2018/01/12/bulgarian-eu-presidency-begins-with-eib-loan-of-100m-euro-under-juncker-plan-for-agri-pharma-firm/,NEWS EIB - All streams,"Finance, Construction, Industry and Trade",EIB,,Bulgaria,,EIB-20160727,BIOVET PESHTERA (EIB-20160727),https://ewsdata.rightsindevelopment.org/projects/20160727-biovet-peshtera/
ef0ef031,1/16/18,BMRCL signs project agreement with EIB,https://www.nyoooz.com/news/bengaluru/1010438/bmrcl-signs-project-agreement-with-eib/,https://www.nyoooz.com/news/bengaluru/1010438/bmrcl-signs-project-agreement-with-eib/,NEWS EIB - All streams,Transport,EIB,,India,,EIB-20160816,Bangalore Metro Rail Corporation - LINE R6,https://ewsdata.rightsindevelopment.org/projects/20160816-bangalore-metro-rail-corporation-line-r6/
e819156c,3/28/18,EIB pumps $25m into off-grid solar project,http://www.engineeringnews.co.za/article/eib-pumps-25m-into-off-grid-solar-project-2018-03-28,http://www.engineeringnews.co.za/article/eib-pumps-25m-into-off-grid-solar-project-2018-03-28,NEWS EIB - All streams,Energy,EIB,,"Ethiopia, Kenya, Nigeria, Tanzania, Uganda

",,EIB-20161001,OFF-GRID SOLAR ACCELERATION (EIB-20161001),https://ewsdata.rightsindevelopment.org/projects/20161001-off-grid-solar-acceleration/
