article_id,published,title,url,feed_label
77e81c37,2018-01-14 23:10:00.000,EBRD supports France's Urbasolar in Kazakhstan,https://www.timesca.com/index.php/news/19196-ebrd-supports-france-s-urbasolar-in-kazakhstan,NEWS EBRD - All streams
ee86bc83,2018-04-05 16:03:48.000,Conch-Rete Not What It's Cracked Up To Be,http://www.tribune242.com/news/2018/apr/05/conch-rete-not-what-its-cracked-up-to-be/,NEWS IDB - All Streams
5a0b0992,2018-05-26 04:14:58.000,Why The World Needs To Move On Without Trump,https://www.worldcrunch.com/opinion-analysis/why-the-world-needs-to-move-on-without-trump,NEWS AIIB - All Streams
50c9cefd,2018-05-18 06:40:58.000,ANALYSIS: The Asian Infrastructure Bank and China's Place in the World,https://international.thenewslens.com/article/95915,NEWS AIIB - All Streams
e61a9230,2018-05-22 09:50:37.000,More Children with Special Needs to be Reached,http://jis.gov.jm/more-children-with-special-needs-to-be-reached/,NEWS IDB - All Streams
fb113955,2018-05-03 09:39:53.000,Over-The-Hill – But A Third Under The Wire,http://www.tribune242.com/news/2018/may/03/over-hill-third-under-wire/,NEWS IDB - All Streams
cb6052e,2018-02-13 22:07:17.000,Arthur's cure,https://www.barbadostoday.bb/2018/02/13/arthurs-cure/,NEWS IDB - All Streams
fe10bb5b,2018-01-29 04:26:39.000,"ADB, Green Climate Fund, Australia Help Upgrade, Climate-Proof Port in Nauru",http://www.finchannel.com/business/71078-adb-green-climate-fund-australia-help-upgrade-climate-proof-port-in-nauru,NEWS ADB - All Streams
ce280b1,2018-01-19 00:21:17.000,Nigeria: Economic Recession - AfDB Disburses US$600M Budget Support to Govt,http://allafrica.com/stories/201801190032.html,NEWS AFDB- All Streams
1ccb4d64,2018-05-31 23:13:41.000,PM appoints adviser to IMF executive director,https://www.thenews.com.pk/print/324252-pm-appoints-adviser-to-imf-executive-director,NEWS AIIB - All Streams
f6610c3e,2018-03-20 02:24:21.000,BSP to prohibit use of ATM cards as loan collateral,https://www.untvweb.com/news/bsp-to-prohibit-use-of-atm-cards-as-loan-collateral/,NEWS ADB - All Streams
5c66162d,2018-01-21 14:18:15.000,Development projects miss deadlines in Kashmir,https://kashmirreader.com/2018/01/22/development-projects-miss-deadlines-in-kashmir/,NEWS ADB - All Streams
4bbe39d3,2018-05-30 06:30:51.000,EBRD makes its largest ever equity investment in the tourism sector buying into D Marinas,http://www.intellinews.com/ebrd-makes-its-largest-ever-equity-investment-in-the-tourism-sector-buying-into-d-marinas-142449/,NEWS EBRD - All streams
99ea5ce0,2018-01-08 08:21:18.000,A SIENA PRESENTAZIONE DEL LIBRO DI MARTA FANA,http://www.oksiena.it/news/a-siena-presentazione-del-libro-di-marta-fana-080118141700.html,NEWS EBRD - All streams
69229ff7,2018-03-29 02:00:19.000,World Bank hosts event on Smart Metering Implementation in Romania,https://www.devdiscourse.com/Article/2481-world-bank-hosts-event-on-smart-metering-implementation-in-romania,NEWS WB- All Streams
729cf75e,2018-02-16 03:05:31.000,AfDB to host startup challenge at Nairobi Innovation Week,http://disrupt-africa.com/2018/02/afdb-to-host-startup-challenge-at-nairobi-innovation-week/,NEWS AFDB- All Streams
e73bd7dd,2018-01-03 11:33:27.000,World Bank to finance 29 water industry projects in Belarus in 2018,http://eng.belta.by/economics/view/world-bank-to-finance-29-water-industry-projects-in-belarus-in-2018-108132-2018/,NEWS EBRD - All streams
38d2206c,2018-01-08 06:29:02.000,IDB to provide $1bn loan for 2.4GW hydropower plant in Colombia,https://www.power-technology.com/news/idb-provide-1bn-loan-2-4gw-hydropower-plant-colombia/,NEWS IDB - All Streams
8fccf332,2018-03-30 09:42:14.000,Odisha Economic Corridor needs Rs 123 trillion investment: ADB study,http://www.business-standard.com/article/economy-policy/odisha-economic-corridor-needs-rs-123-trillion-investment-adb-study-118033000613_1.html,NEWS ADB - All Streams
9071040f,2018-05-24 18:13:30.000,World Bank urges other states to replicate Edo blueprint,https://www.vanguardngr.com/2018/05/world-bank-backs-obasekis-devt-drive-urges-states-replicate-edo-blueprint/,NEWS WB- All Streams
872d8f9e,2018-03-17 03:19:46.000,ADB to lend $120 mn for improving Indian rail infrastructure,http://www.smetimes.in/smetimes/news/industry/2018/Mar/17/adb-to-lend-120-mn-for-improving-indian-rail36983.html,NEWS ADB - All Streams
deaaf7a2,2018-05-15 11:18:34.000,BRI: The project that will change our world,http://www.globaltimes.cn/content/1102400.shtml,NEWS AIIB - All Streams
8dc0f41f,2018-06-06 09:41:15.000,$50m World Bank Support For Commercial Agriculture,http://dailyguideafrica.com/50m-world-bank-support-for-commercial-agriculture/,NEWS WB- All Streams
44a838df,2018-03-21 08:28:43.000,The African Development Bank Participates in the 8th World Water Forum - Sharing and Learning,http://allafrica.com/stories/201803210660.html,NEWS AFDB- All Streams
d86415fc,2018-03-28 09:33:33.000,"Mekong Eye News Digest #173: China's headwaters' rain-making, MRC ministers' dam challenges, Myanmar's first wildlife music festival",http://mailchi.mp/internews/mekong-eye-news-digest-162-delta-climate-migrants-lancang-mekong-summit-underway-chinas-dams-hurt-poor-2331137,NEWS - Mekong Eye
fb973daf,2018-01-30 19:00:00.000,Two new dog-faced bats discovered in Panama and Ecuador,https://news.mongabay.com/2018/01/two-new-dog-faced-bats-discovered-in-panama-and-ecuador/,NEWS - Mongabay
39c62915,2018-02-03 01:02:43.000,India-China ties a 'cold war-like' bond in making: US expert,https://timesofindia.indiatimes.com/india/india-china-ties-a-cold-war-like-bond-in-making-us-expert/articleshow/62765380.cms,NEWS AIIB - All Streams
e49e0898,2018-05-06 02:06:54.000,ADB's net allocable income for 2017 reaches $690.1m,http://www.unb.com.bd/bangladesh-news/ADBs-net-allocable-income-for-2017-reaches-6901m%C2%A0/70034,NEWS ADB - All Streams
30901802,2018-04-23 08:57:00.000,World Bank applauds Sisi's efforts to tackle Egypt's economic woes,http://www.egyptindependent.com/world-bank-applauds-sisis-efforts-to-tackle-egypts-economic-woes/,NEWS WB- All Streams
f3235baa,2018-02-13 22:19:08.000,World Bank earmarks $611 million to tackle Nigeria's out-of-school children,https://guardian.ng/features/education/world-bank-earmarks-611-million-to-tackle-nigerias-out-of-school-children/,NEWS WB- All Streams
df98e334,2018-01-21 19:00:00.000,Mesoamerican Reef gets improving bill of health,https://news.mongabay.com/2018/01/mesoamerican-reef-gets-improving-bill-of-health/,NEWS - Mongabay
e6d536b5,2018-02-22 18:02:29.000,Metro traffic costs P3.5B daily – Jica,http://newsinfo.inquirer.net/970756/metro-traffic-costs-p3-5b-daily-jica,NEWS JICA- All Streams
34b721b7,2018-01-16 05:44:00.000,Suma Chakrabarti to inagurate EBRD-Turkey donor fund,https://en.trend.az/business/economy/2848332.html,NEWS EBRD - All streams
a0aeaf74,2018-01-04 08:53:16.000,Asiamoney best bank awards 2017: Mongolia,https://www.euromoney.com/article/b16bqhwq7ncydn/asiamoney-best-bank-awards-2017-mongolia,NEWS EBRD - All streams
f3501ed5,2018-05-23 09:21:04.000,"Mekong Eye News Digest #179: Mekong meth alarm, Cambodian dam would kill Mekong, US climate policy shift affects Vietnam",https://mailchi.mp/internews/mekong-eye-news-digest-162-delta-climate-migrants-lancang-mekong-summit-underway-chinas-dams-hurt-poor-2331177,NEWS - Mekong Eye
954cbe77,2018-05-09 06:26:26.000,"Nudging up forecasts, EBRD warns growth may have peaked",https://www.reuters.com/article/us-ebrd-meeting-forecasts/nudging-up-forecasts-ebrd-warns-growth-may-have-peaked-idUSKBN1IA1CD,NEWS EBRD - All streams
210f799b,2018-02-08 06:14:27.000,Asean insurers urged to fund critical infra devt,https://www.thestar.com.my/business/business-news/2018/02/08/asean-insurers-urged-to-fund-critical-infra-devt/,NEWS ADB - All Streams
ef56fb55,2018-02-07 04:59:49.000,EIB approves $1.8bn financing for Trans-Adriatic Pipeline,http://transportationandstorage.energy-business-review.com/news/eib-approves-18bn-financing-for-trans-adriatic-pipeline-070218-6048793,NEWS EIB - All streams
c0ddd646,2018-02-03 06:39:36.000,"Pakistan, World Bank sign agreements worth $305 million",https://arynews.tv/en/world-bank-support-agri-nutrition-projects-punjab-kp/,NEWS WB- All Streams
1f99f733,2018-05-07 11:14:00.000,Government Signs $200 Million Loan Deal With World Bank For Nutrition Mission,https://www.ndtv.com/business/government-signs-200-million-loan-deal-with-world-bank-for-nutrition-mission-1848570,NEWS WB- All Streams
81c40c03,2018-03-27 07:26:19.000,EBRD eyes extending mandate in Greece to 2025 to spur growth,https://www.reuters.com/article/us-ebrd-greece-mandate/ebrd-eyes-extending-mandate-in-greece-to-2025-to-spur-growth-idUSKBN1H31EQ,NEWS EBRD - All streams
1368be20,2018-02-04 19:52:00.000,Liberia secures US$24.7m World Bank grant,https://www.thenewdawnliberia.com/politics/16128-liberia-secures-us-24-7m-world-bank-grant,NEWS WB- All Streams
2ed7129a,2018-05-07 23:46:26.000,"India, World Bank sign USD 200 million loan agreement for National Nutrition Mission",https://www.jagranjosh.com/current-affairs/india-world-bank-sign-usd-200-million-loan-agreement-for-national-nutrition-mission-1525751136-1,NEWS WB- All Streams
d7f6f27f,2018-04-19 20:00:00.000,MDBs Launch New Platform to Coordinate Support for Economic Migration and Forced Displacement,http://feedproxy.google.com/~r/adb_news/~3/28Z8FeBhWuk/mdbs-launch-new-platform-coordinate-support-economic-migration-and-forced-displacement,NEWS ADB - All Streams
8d561f8d,2018-06-03 15:28:20.000,JICA Boosts Kambia & Port Loko District,http://sierraexpressmedia.com/?p=84448,NEWS JICA- All Streams
2438f3ee,2018-02-15 22:46:52.000,'Bazooka-wielding' Kuroda is nominated for second term as BOJ governor,https://www.japantimes.co.jp/news/2018/02/16/business/economy-business/bazooka-wielding-kuroda-nominated-second-term-boj-governor/,NEWS ADB - All Streams
87766927,2018-04-11 12:49:20.000,ADB: Mongolia's economic growth will remain solid in 2018 and 2019,https://www.devdiscourse.com/Article/3730-adb-mongolias-economic-growth-will-remain-solid-in-2018-and-2019,NEWS ADB - All Streams
9206496f,2018-01-19 11:15:48.000,EBRD Lends Figeac Aéro €38 Mln for Expansion in Morocco & Tunisia,http://northafricapost.com/21802-ebrd-lends-figeac-aero-e38-mln-expansion-morocco-tunisia.html,NEWS EBRD - All streams
6dacf4b7,2018-01-24 18:00:32.000,China's vision for a new world order,http://www.eastasiaforum.org/2018/01/25/chinas-vision-for-a-new-world-order/,NEWS AIIB - All Streams
6f7fd217,2018-05-10 09:51:22.000,Taiwanese support for EBRD projects,https://www.finchannel.com/business/73396-taiwanese-support-for-ebrd-projects,NEWS EBRD - All streams
4de37fd9,2018-01-29 04:24:00.000,ADB Appoints New Country Director for the Philippines,http://www.finchannel.com/~finchannel/business/71079-adb-appoints-new-country-director-for-the-philippines,NEWS ADB - All Streams
2915e774,2018-04-25 15:16:15.000,President Tusk meets President of Serbia and President of EIB,https://tvnewsroom.consilium.europa.eu/video/president-tusk-meets-president-of-serbia-and-president-of-ei-1a8e5,NEWS EIB - All streams
53b015ee,2018-01-25 19:39:42.000,SBP's reserves stand at $13.5b,https://pakobserver.net/sbps-reserves-stand-13-5b/,NEWS ADB - All Streams
681e53b2,2018-04-12 16:07:59.000,Jamaica Must Not Return to IMF – Dr. Clarke,http://jis.gov.jm/jamaica-must-not-return-to-imf-dr-clarke/,NEWS IDB - All Streams
62b086fe,2018-05-14 20:43:35.000,ADB seeks capital market's role in infrastructure development,https://www.thenews.com.pk/print/316729-adb-seeks-capital-market-s-role-in-infrastructure-development,NEWS ADB - All Streams
6789dc8f,2018-01-16 19:00:00.000,ADB VP Reaffirms Commitment to Support Bangladesh on Implementing SDGs,http://feedproxy.google.com/~r/adb_news/~3/8nQFCIfgb18/adb-vp-reaffirms-commitment-support-bangladesh-implementing-sdgs,NEWS ADB - All Streams
8371aa4c,2018-03-08 19:10:10.000,Africa's population explosion is a ticking time bomb – AfDB Governors,https://www.ghanaweb.com/GhanaHomePage/business/Africa-s-population-explosion-is-a-ticking-time-bomb-AfDB-Governors-632640,NEWS AFDB- All Streams
585f5e8f,2018-05-11 14:27:51.000,"Obaseki World Bank Directors, inspect completed Azura-Edo power plant",https://www.vanguardngr.com/2018/05/988110/,NEWS WB- All Streams
9d277d2a,2018-02-06 08:59:35.000,"ADB to continue supporting climate smart growth, increase energy access in Pakistan",https://www.samaa.tv/economy/2018/02/adb-continue-supporting-climate-smart-growth-increase-energy-access-pakistan/,NEWS ADB - All Streams
f0533023,2018-05-22 19:37:19.000,Edo targets World Bank's Special Support Window,https://www.vanguardngr.com/2018/05/edo-targets-world-banks-special-support-window/,NEWS WB- All Streams
aa8fe10c,2018-05-12 13:21:36.000,World Bank Executives Arrive Edo State Today …As Obaseki Parades Developmental Projects,http://nigerianobservernews.com/2018/05/world-bank-executives-arrive-edo-state-today-as-obaseki-parades-developmental-projects/,NEWS WB- All Streams
c96e6a8c,2018-01-25 06:04:15.000,The Belt and Road Initiative Can Foster Global Collaboration in a Fractured World,http://www.hellenicshippingnews.com/the-belt-and-road-initiative-can-foster-global-collaboration-in-a-fractured-world/,NEWS AIIB - All Streams
a5e4ad27,2018-01-12 04:54:09.000,"ADB, China-backed AIIB to co-finance more projects this year",http://www.nasdaq.com/article/adb-chinabacked-aiib-to-cofinance-more-projects-this-year-20180112-00108,NEWS AIIB - All Streams
7684c900,2018-01-14 17:14:11.000,Govt to normalise relations with global partners,http://www.herald.co.zw/govt-to-normalise-relations-with-global-partners/,NEWS EIB - All streams
2383abe4,2018-06-05 17:00:42.000,Profile of Dr. Shamshad Akhtar,https://www.brecorder.com/2018/06/06/421675/profile-of-dr-shamshad-akhtar/,NEWS ADB - All Streams
124bd3ab,2018-04-13 05:47:35.000,"EBRD Approves New Poland Strategy, Raises Questions Over Judiciary Reform",http://emerging-europe.com/in-brief/ebrd-approves-new-poland-strategy-raises-questions-judiciary-reform/,NEWS EBRD - All streams
8673c5f,2018-05-23 09:35:17.000,Are UK Overdraft Fees More Costly Than Payday Loans?,https://www.pymnts.com/news/alternative-financial-services/2018/overdraft-fees-payday-loans-which-fca/,NEWS ADB - All Streams
88f1b674,2018-01-19 02:45:39.000,Egypt's energy support programme receives additional funding,https://www.esi-africa.com/news/egypts-energy-support-programme-receives-additional-funding/,NEWS AFDB- All Streams
42691df5,2018-01-24 09:09:19.000,Gates and IDB announce plan to eliminate malaria in Central America,https://www.devex.com/news/gates-and-idb-announce-plan-to-eliminate-malaria-in-central-america-91952,NEWS IDB - All Streams
46eb7dd9,2018-02-12 05:48:43.000,The World Bank needs to return to its mission,http://timesofoman.com/article/128014/Opinion/Columnist/The-World-Bank-declares-that-its-mission-is-to-end-extreme-poverty-within-a-generation-and-to-boost-,NEWS WB- All Streams
e4a2fb49,2018-02-12 05:48:43.000,The World Bank needs to return to its mission,http://timesofoman.com/article/128014,NEWS WB- All Streams
60a5bffb,2018-04-23 04:50:25.000,Rantau Dedap seals tightly priced JBIC/NEXI-backed facility,https://www.txfnews.com/Tracker/Details/95418e0e-6e95-468a-b16b-d645a98d3908/Rantau-Dedap-seals-tightly-priced-JBIC-NEXI-backed-facility,NEWS JBIC - All Streams
4f772141,2018-01-12 09:11:13.000,World Bank forecasts India's GDP growth rate at 7.3% in 2018-19,https://www.newdelhitimes.com/world-bank-forecasts-indias-gdp-growth-rate-at-7-3-in-2018-19/,NEWS WB- All Streams
b2501d9c,2018-01-19 17:25:39.000,Gov't Training Personnel for BPO Sector,http://jis.gov.jm/govt-training-personnel-bpo-sector/,NEWS IDB - All Streams
a6fbd96c,2018-01-11 00:10:44.000,Italy - Factors to watch on Jan. 11,http://www.kitco.com/news/2018-01-11/Italy-Factors-to-watch-on-Jan-11.html,NEWS EIB - All streams
5beb718f,2018-05-04 03:08:33.000,Africa Needs $170bn Annually to Meet Infrastructure Requirement - AfDB,http://allafrica.com/stories/201805040160.html,NEWS AFDB- All Streams
269e3b59,2018-01-24 19:00:00.000,Data fusion opens new horizons for remote imaging of landscapes,https://news.mongabay.com/wildtech/2018/01/data-fusion-opens-new-horizons-for-remote-imaging/,NEWS - Mongabay
2cd7aac4,2018-02-12 03:03:59.000,ADB provides USD 100 million loan assistance to Nepal,http://kathmandupost.ekantipur.com/news/2018-02-12/adb-provides-usd-100-million-loan-assistance-to-nepal.html,NEWS ADB - All Streams
193c5c08,2018-01-29 09:12:16.000,India faces infrastructure investment gap of $526 bn by 2040: Economic Survey,https://www.vccircle.com/india-faces-infrastructure-investment-gap-of-526-bn-by-2040-economic-survey/,NEWS AIIB - All Streams
eb643ca,2018-02-21 14:57:00.000,AfDB Board approves $3mn Rockefeller Trust Fund for Africa,http://thenationonlineng.net/afdb-board-approves-3mn-rockefeller-trust-fund-africa/,NEWS AFDB- All Streams
c3a77e7,2018-01-22 10:24:52.000,EBRD invests 800 million euros in Ukraine in 2017,https://www.kyivpost.com/ukraine-politics/ebrd-invests-800-million-euros-ukraine-2017.html,NEWS EBRD - All streams
7129b2f2,2018-01-31 00:22:13.000,EBRD and EU launch Regional Small Business Programme for Central Asia,https://akipress.com/news:601660/,NEWS EBRD - All streams
5f3742f5,2018-02-01 08:27:29.000,State of the Union: Trump pats himself on the back,http://thebricspost.com/category/brics-news/page/420/,NEWS AIIB - All Streams
9a5aa9d3,2018-04-22 23:29:08.000,"NEA, Tanahu Hydro sign power purchase accord",http://kathmandupost.ekantipur.com/news/2018-04-23/nea-tanahu-hydro-sign-power-purchase-accord.html,NEWS ADB - All Streams
ae40e345,2018-05-05 14:37:56.000,India lists focus areas for ADB,https://www.telegraphindia.com/business/india-lists-focus-areas-for-adb-228343?ref=business-new-stry,NEWS ADB - All Streams
33831bc,2018-03-15 07:40:09.000,2000 participants to attend GMS Summit in Vietnam,http://www.xinhuanet.com/english/2018-03/15/c_137041590.htm,NEWS ADB - All Streams
97ffb1a6,2018-05-05 07:12:00.000,"China urges ADB to back Belt and Road Initiative, AIIB",https://asia.nikkei.com/Economy/China-urges-ADB-to-back-Belt-and-Road-Initiative-AIIB,NEWS AIIB - All Streams
756cf079,2018-02-21 19:28:29.000,Nepal rural roads upgrade plan,http://www.worldhighways.com/categories/auctions-equipment-supply-servicing-finance/news/nepal-rural-roads-upgrade-plan/,NEWS ADB - All Streams
69a91d17,2018-03-27 07:55:37.000,AIIB: Experiments in scaling-up development finance,http://unctad.org/en/pages/newsdetails.aspx?OriginalVersionID=1704,NEWS AIIB - All Streams
58588302,2018-01-14 00:26:56.000,Vehicle numbers rise despite measures,http://www.kuenselonline.com/vehicle-numbers-rise-despite-measures/,NEWS ADB - All Streams
85be1530,2018-02-27 19:32:33.000,AIIB approves infra loans worth $1.5 billion to India,http://www.financialexpress.com/economy/aiib-approves-infra-loans-worth-1-5-billion-to-india/1082353/,NEWS AIIB - All Streams
6c25cda0,2018-06-03 09:30:00.000,AIIB seeks to strengthen co-op with Azerbaijan,https://www.azernews.az/business/133053.html,NEWS AIIB - All Streams
b1d4ef88,2018-01-04 01:18:18.000,Central African Republic looks to end digital isolation,http://www.itwebafrica.com/networks/907-central-african-republic/242209-central-african-republic-looks-to-end-digital-isolation,NEWS AFDB- All Streams
ba2ab4ea,2018-05-02 20:00:00.000,ADB Signs Agreements with the Republic of Korea to Strengthen Cofinancing and Technical Cooperation,http://feedproxy.google.com/~r/adb_news/~3/qjASundPEcU/adb-signs-agreements-republic-korea-strengthen-cofinancing-and-technical-cooperation,NEWS ADB - All Streams
2a11193,2018-05-30 04:22:50.000,EIB Network Adjudged The Most Admired Media Brand In Ghana,http://www.ghafla.com/gh/eib-network-adjudged-the-most-admired-media-brand-in-ghana/,NEWS EIB - All streams
3171005d,2018-01-05 06:10:39.000,EBRD provides €28 million to rehabilitate Georgia's Enguri HPP,http://agenda.ge/news/93377/eng,NEWS EBRD - All streams
e263072,2018-01-23 13:07:20.000,"World Bank Loans Support Water Supply Services, Wastewater Treatment",http://sdg.iisd.org/news/world-bank-loans-support-water-supply-services-wastewater-treatment/,NEWS WB- All Streams
f5c826ab,2018-03-26 05:05:30.000,AfDB pledges full support towards success of continental free trade area,http://www.africanreview.com/finance/economy/afdb-pledges-full-support-towards-success-of-continental-free-trade-area,NEWS AFDB- All Streams
b8d69eee,2018-05-08 20:09:42.000,"AIIB adds Papua New Guinea, Kenya to its World Roster",https://www.swfinstitute.org/swf-news/aiib-adds-papua-new-guinea-kenya-to-its-world-roster/,"NEWS AIIB - All Streams,NEWS ADB - All Streams"
b10a8f31,2018-02-20 19:00:00.000,‘Photo Ark’ a quest to document global biodiversity: Q&A with photographer Joel Sartore and director Chun-Wei Yi,https://news.mongabay.com/2018/02/photo-ark-a-quest-to-document-global-biodiversity-qa-with-photographer-joel-sartore-and-director-chun-wei-yi/,NEWS - Mongabay
e14ab9aa,2018-03-12 06:33:00.000,"International Solar Alliance: ISA-ADB, NDB, GCF, AfDB and AIIB joint declarations of Financial partnership",https://www.jagranjosh.com/current-affairs/international-solar-alliance-isaadb-ndb-gcf-afdb-and-aiib-joint-declarations-of-financial-partnership-1520847377-1,"NEWS ADB - All Streams,NEWS AFDB- All Streams,NEWS AIIB - All Streams"
f57a1f83,2018-06-06 14:54:10.000,Grupo ICE will expand the number of smart meters to 385000,https://www.bnamericas.com/en/news/electricpower/grupo-ice-will-expand-the-number-of-smart-meters-to-385000,NEWS IDB - All Streams
227b734e,2018-05-05 22:02:51.000,China supports ADB to further promote inclusive development in Asia-Pacific region,http://www.xinhuanet.com/english/2018-05/06/c_137159061.htm,NEWS ADB - All Streams
ad31f207,2018-04-13 11:44:20.000,World Bank official advocates for transparency in land acquisition for devt,https://www.vanguardngr.com/2018/04/world-bank-official-advocates-transparency-land-acquisition-devt/,NEWS WB- All Streams
2dd34aa0,2018-04-22 19:48:45.000,World Bank: Growth gathers steam in Latin America and Caribbean,https://www.thedailyherald.sx/regional/75952-world-bank-growth-gathers-steam-in-latin-america-and-caribbean,NEWS WB- All Streams
f0a7425,2018-03-13 23:16:35.000,Green funding will be first for Kingdom: ADB,http://www.phnompenhpost.com/business/green-funding-will-be-first-kingdom-adb,NEWS ADB - All Streams
bf5285ff,2018-01-11 19:00:00.000,Moth rediscovered in Malaysia mimics appearance and behavior of bees to escape predators,https://news.mongabay.com/2018/01/moth-rediscovered-in-malaysia-mimics-appearance-and-behavior-of-bees-to-escape-predators/,NEWS - Mongabay
db4eb1c7,2018-01-16 06:19:15.000,Japan's regional banks entering project financing industry with JBIC,https://www.txfnews.com/Ticker/Redirect/2df8a56b-c7f8-4671-8ebd-51c1cac75e91?ShowSmallPage=True,NEWS JBIC - All Streams
1ee51b46,2018-05-18 02:15:24.000,Building Resilience in a Two-Degree Warmer World,https://www.mmtimes.com/news/building-resilience-two-degree-warmer-world.html,NEWS ADB - All Streams
53f07ac8,2018-02-12 22:19:55.000,CDWP approves revised PC-1 of Access to Justice Programme,https://www.thenews.com.pk/print/280440-cdwp-approves-revised-pc-1-of-access-to-justice-programme,NEWS ADB - All Streams
a7b7c12a,2018-06-06 09:48:05.000,ADB urges PH gov't to push for new energy technologies,http://www.pna.gov.ph/articles/1037761,NEWS ADB - All Streams
433e3017,2018-06-06 08:58:31.000,Ellomay seeks EIB funds for 300-MW Spanish PV project,https://renewablesnow.com/news/ellomay-seeks-eib-funds-for-300-mw-spanish-pv-project-615413/,NEWS EIB - All streams
7a8a7ee,2018-04-10 05:02:49.000,"AfDB Clashes With IMF, World Bank Over Coal Power",http://saharareporters.com/2018/04/10/afdb-clashes-imf-world-bank-over-coal-power,NEWS AFDB- All Streams
