article_id,published,title,url,feed_label,Bank1,Bank2
7d30b559,2018-04-12,AIIB grants $140 mn loan to improve Madhya Pradesh's rural roads,https://www.thehindubusinessline.com/news/national/aiib-grants-140-mn-loan-to-improve-madhya-pradeshs-rural-roads/article23514007.ece,NEWS AIIB - All Streams,aiib,NA
53b2c218,2018-02-21,"With Port Project, Georgia Seeks Place on China's Belt and Road",https://eurasianet.org/s/with-port-project-georgia-seeks-place-on-chinas-belt-and-road,NEWS AIIB - All Streams,aiib,NA
9917d30a,2018-01-09,"Metro Manila flood control project may start in Jan, gov't says",http://news.abs-cbn.com/business/01/09/18/metro-manila-flood-control-project-may-start-in-jan-govt-says,NEWS AIIB - All Streams,aiib,NA
8d7610c9,2018-02-21,"BMRCL may tweak packages, tunnel length on Dairy Circle-Nagawara route",https://timesofindia.indiatimes.com/city/bengaluru/bmrcl-may-tweak-packages-tunnel-length-on-dairy-circle-nagawara-route/articleshow/63020183.cms,NEWS AIIB - All Streams,aiib,NA
e447cff1,2018-01-16,European investment bank & BMRCL sign project pact on funding metro phase 2 line,https://timesofindia.indiatimes.com/business/india-business/european-investment-bank-bmrcl-sign-project-pact-on-funding-metro-phase-2-line/articleshow/62529794.cms,NEWS AIIB - All Streams,aiib,NA
328b7a21,2018-02-20,"10 towns in Krishna, Guntur to get new water schemes",https://timesofindia.indiatimes.com/city/visakhapatnam/10-towns-in-krishna-guntur-to-get-new-water-schemes/articleshow/63004649.cms,NEWS AIIB - All Streams,aiib,NA
9b695369,2018-05-08,Andhra Pradesh government accords sanction for water supply project,http://www.newindianexpress.com/cities/vijayawada/2018/may/09/andhra-pradesh-government-accords-sanction-for-water-supply-project-1812268.html,NEWS AIIB - All Streams,aiib,NA
67ebc632,2018-02-26,"AIIB approves $285 million of loans to Bangladesh for power, energy",https://in.reuters.com/article/bangladesh-aiib-investment/aiib-approves-285-million-of-loans-to-bangladesh-for-power-energy-idINKCN1GA1DB,NEWS AIIB - All Streams,aiib,NA
8eba7336,2018-03-06,AIIB approves loan to Bangladesh Independent Power Project,https://www.theasset.com/belt-road-online/34203/aiib-approves-loan-to-bangladesh-independent-power-project,NEWS AIIB - All Streams,aiib,NA
1d0142a4,2018-02-26,AIIB approves 60 mln USD loan for Bangladesh power project,http://www.xinhuanet.com/english/2018-02/27/c_137001645.htm,NEWS AIIB - All Streams,aiib,NA
11a35f15,2018-02-26,AIIB approves $60mn loan for Bangladesh power project,http://www.thedailystar.net/country/asian-infrastructure-investment-bank-aiib-approves-60mn-loan-for-bangladesh-power-project-1540462,NEWS AIIB - All Streams,aiib,NA
961f2ed8,2018-02-28,AIIB approves loan for Bangladesh Bhola IPP energy project,http://www.power-technology.com/news/aiib-approves-loan-bangladesh-bhola-ipp-energy-project/,NEWS AIIB - All Streams,aiib,NA
93f42c74,2018-02-26,AIIB approves 60 mln USD loan for Bangladesh power project,http://www.xinhuanet.com/english/2018-02/27/c_137001645.htm,NEWS AIIB - All Streams,aiib,NA
9a7b41a2,2018-02-28,AIIB approves $60m for 220MW plant in Bhola,https://energybangla.com/aiib-approves-60m-for-220mw-plant-in-bhola/,NEWS AIIB - All Streams,aiib,NA
86d7fa70,2018-01-05,US$100m for Beitbridge border rehabilitation,https://www.theindependent.co.zw/2018/01/05/us100m-beitbridge-border-rehabilitation/,NEWS AFDB- All Streams,afdb,NA
fd6ca411,2018-01-19,AfDB Funds USD 101 Million Angola Projects,https://www.ooskanews.com/story/2018/01/afdb-funds-usd-101-million-angola-projects_175534,NEWS AFDB- All Streams,afdb,NA
82edb610,2018-03-14,AfDB extends $25m loan facility to private sector,http://www.chronicle.co.zw/afdb-extends-25m-loan-facility-to-private-sector/,NEWS AFDB- All Streams,afdb,NA
98cae838,2018-02-06,"Gov't secures $20m AfDB cash to construct link road, facilitate 2nd 'Adomi Bridge'",https://www.ghanaweb.com/GhanaHomePage/business/Gov-t-secures-20m-AfDB-cash-to-construct-link-road-facilitate-2nd-Adomi-Bridge-623910,NEWS AFDB- All Streams,afdb,jica
cd0ebdc7,2018-01-12,Plem construction of Polytechnic College annex taking shape: Funded by AfDB,https://www.nyasatimes.com/plem-construction-polytechnic-college-annex-taking-shape-funded-afdb/,NEWS AFDB- All Streams,afdb,NA
5ac77e66,2018-02-02,EBRD Board of Directors Unanimously Approves Nenskra HPP Project Financing,http://georgiatoday.ge/news/8990/EBRD-Board-of-Directors-Unanimously-Approves-Nenskra-HPP-Project-Financing,NEWS EBRD - All streams,ebrd,NA
11e77947,2018-04-26,EBRD declares effective 218 mln euro loan for Albania's KESH restructuring,https://seenews.com/news/ebrd-declares-effective-218-mln-euro-loan-for-albanias-kesh-restructuring-610398,NEWS EBRD - All streams,ebrd,NA
8beead9b,2018-05-09,"EBRD, partners extend funds for 30-MW solar project in Mongolia",https://renewablesnow.com/news/ebrd-partners-extend-funds-for-30-mw-solar-project-in-mongolia-611850/,NEWS EBRD - All streams,ebrd,NA
a0aeaf74,2018-01-04,Asiamoney best bank awards 2017: Mongolia,https://www.euromoney.com/article/b16bqhwq7ncydn/asiamoney-best-bank-awards-2017-mongolia,NEWS EBRD - All streams,ebrd,NA
723c5fd0,2018-03-29,EBRD loans Turkish agricultural firm $48M for expansion,https://aa.com.tr/en/economy/ebrd-loans-turkish-agricultural-firm-48m-for-expansion/1103005,NEWS EBRD - All streams,ebrd,NA
187e6ca7,2018-03-29,EBRD loans $48M to Turkey's leading agricultural firm Tirkyaki Agro,https://www.dailysabah.com/economy/2018/03/29/ebrd-loans-48m-to-turkeys-leading-agricultural-firm-tirkyaki-agro,NEWS EBRD - All streams,ebrd,NA
c12c6253,2018-02-09,EBRD finances 45MW wind farm in Jordan,https://www.txfnews.com/Ticker/Redirect/b4b57bf8-2645-47b1-b233-22d2c48be002?ShowSmallPage=True,NEWS EBRD - All streams,ebrd,NA
4bbe39d3,2018-05-30,EBRD makes its largest ever equity investment in the tourism sector buying into D Marinas,http://www.intellinews.com/ebrd-makes-its-largest-ever-equity-investment-in-the-tourism-sector-buying-into-d-marinas-142449/,NEWS EBRD - All streams,ebrd,NA
3171005d,2018-01-05,EBRD provides â‚¬28 million to rehabilitate Georgia's Enguri HPP,http://agenda.ge/news/93377/eng,NEWS EBRD - All streams,ebrd,NA
92066ec1,2018-01-28,Egypt signs agreement to receive last $500M tranche of AFDB loan,https://www.egypttoday.com/Article/3/41268/Egypt-signs-agreement-to-receive-last-500M-tranche-of-AFDB,NEWS AFDB- All Streams,afdb,NA
ef56fb55,2018-02-07,EIB approves $1.8bn financing for Trans-Adriatic Pipeline,http://transportandstorage.energy-business-review.com/news/eib-approves-18bn-financing-for-trans-adriatic-pipeline-070218-6048793,NEWS EIB - All streams,eib,NA
14c44722,2018-01-23,Centum affiliate firm to get Sh19.5bn for geothermal plant,https://www.businessdailyafrica.com/corporate/companies/Centum-affiliate-firm-to-get-Sh19-5bn-for-geothermal-plant/4003102-4275348-qxk6rz/,NEWS EIB - All streams,eib,NA
b2f5fc11,2018-02-06,EIB approves 1.5 billion euro loan to TAP gas pipeline,https://uk.reuters.com/article/uk-eu-energy/eib-approves-15-billion-euro-loan-to-tap-gas-pipeline-idUKKBN1FQ2DA,NEWS EIB - All streams,eib,NA
7d39b84d,2018-02-07,EIB approves Eur1.5 bil TAP natural gas link loan after 'enhanced' corruption probe,https://www.platts.com/latest-news/natural-gas/London/EIB-approves-Eur15-bil-TAP-natural-gas-link-loan-26887329,NEWS EIB - All streams,eib,NA
b9bd7ce0,2018-02-06,EIB gives TAP 1.5 bn loan (3),http://www.ansa.it/english/news/politics/2018/02/06/eib-gives-tap-1.5-bn-loan-3_b9911386-eaad-4c9c-9fb7-50380d74baae.html,NEWS EIB - All streams,eib,NA
bbfb53e9,2018-02-06,EIB approves 1.5 billion euro loan for TAP gas pipeline,https://uk.reuters.com/article/uk-eu-energy/eib-approves-15-billion-euro-loan-for-tap-gas-pipeline-idUKKBN1FQ2DA,NEWS EIB - All streams,eib,NA
874e2620,2018-02-07,EIB Approves â‚¬1.5bn TAP Loan,https://www.naturalgasworld.com/eib-approves-1.5bn-tap-loan-58725,NEWS EIB - All streams,eib,NA
57de6b56,2018-03-19,EIB reveals details of loan for TANAP (Exclusive),https://en.trend.az/business/energy/2875583.html,NEWS EIB - All streams,eib,NA
8dfda546,2018-03-01,ADB Pledges To Finance TAP Project,https://www.tolonews.com/afghanistan/adb-pledges-finance-tap-project,NEWS ADB - All Streams,adb,NA
ebf9ade8,2018-02-20,TAP gas pipeline to get 1.2 bln euros in loans from EBRD in 2018,https://www.reuters.com/article/azerbaijan-ebrd/tap-gas-pipeline-to-get-12-bln-euros-in-loans-from-ebrd-in-2018-idUSL8N1Q94PG,NEWS EBRD - All streams,ebrd,NA
ffb6e18a,2018-02-20,TAP gas pipeline to get 1.2 bln euros in loans from EBRD in 2018,http://www.kitco.com/news/2018-02-20/TAP-gas-pipeline-to-get-1-2-bln-euros-in-loans-from-EBRD-in-2018.html,NEWS EBRD - All streams,ebrd,NA
966769ac,2018-03-01,ADB Pledges To Finance TAP Project,https://www.tolonews.com/index.php/afghanistan/adb-pledges-finance-tap-project,NEWS ADB - All Streams,adb,NA
dd374c54,2018-02-20,EBRD to allocate 1.2B euros for TAP in 2018,https://www.azernews.az/oil_and_gas/127499.html,NEWS EBRD - All streams,ebrd,NA
c417b692,2018-01-17,EBRD announces time of discussing TAP loan (Exclusive),https://en.trend.az/business/energy/2848591.html,NEWS EBRD - All streams,ebrd,NA
3b6d3235,2018-02-20,TAP gas pipeline to get 1.2 bln euros in loans from EBRD in 2018,https://af.reuters.com/article/commoditiesNews/idAFL8N1Q94PG,NEWS EBRD - All streams,ebrd,NA
16482ff0,2018-02-20,TAP Gas Pipeline To Get 1.2B Euros In Loans From EBRD In 2018,https://www.rigzone.com/news/wire/tap_gas_pipeline_to_get_12b_euros_in_loans_from_ebrd_in_2018-20-feb-2018-153592-article/,NEWS EBRD - All streams,ebrd,NA
a8a842c4,2018-02-20,EBRD to allocate 1.2B euros for TAP in 2018,https://en.trend.az/business/energy/2863230.html,NEWS EBRD - All streams,ebrd,NA
53a92bf8,2018-02-20,TAP gas pipeline to get 1.2 bln euros in loans from EBRD in 2018,https://www.reuters.com/article/azerbaijan-ebrd/tap-gas-pipeline-to-get-1-2-bln-euros-in-loans-from-ebrd-in-2018-idUSL8N1Q94PG,NEWS EBRD - All streams,ebrd,NA
b1310eb5,2018-02-01,EIB to lend 130 mln euro for Serbia's Nis-Dimitrovgrad railway overhaul,https://seenews.com/news/eib-to-lend-130-mln-euro-for-serbias-nis-dimitrovgrad-railway-overhaul-600282,NEWS EIB - All streams,eib,NA
af79244f,2018-01-12,Bulgarian EU Presidency begins with EIB loan of 100M euro under Juncker Plan for agri-pharma firm,https://sofiaglobe.com/2018/01/12/bulgarian-eu-presidency-begins-with-eib-loan-of-100m-euro-under-juncker-plan-for-agri-pharma-firm/,NEWS EIB - All streams,eib,NA
ef0ef031,2018-01-16,BMRCL signs project agreement with EIB,https://www.nyoooz.com/news/bengaluru/1010438/bmrcl-signs-project-agreement-with-eib/,NEWS EIB - All streams,eib,NA
e819156c,2018-03-28,EIB pumps $25m into off-grid solar project,http://www.engineeringnews.co.za/article/eib-pumps-25m-into-off-grid-solar-project-2018-03-28,NEWS EIB - All streams,eib,NA
1e153953,2018-03-10,"IREDA, EIB ink 150mn-euro loan agreement for renewable energy",https://www.indiatoday.in/pti-feed/story/ireda-eib-ink-150mn-euro-loan-agreement-for-renewable-energy-1186755-2018-03-10,NEWS EIB - All streams,eib,NA
62e12c0d,2018-03-30,Valmet signs Euro 45 million loan agreement with European Investment Bank,https://www.lesprom.com/en/news/Valmet_signs_Euro_45_million_loan_agreement_with_European_Investment_Bank_82586/,NEWS EIB - All streams,eib,NA
bb0c7835,2018-01-08,AfDB okays energy loans fund,http://www.daily-mail.co.zm/afdb-okays-energy-loans-fund/,NEWS AFDB- All Streams,afdb,NA
9206496f,2018-01-19,EBRD Lends Figeac AÃ©ro â‚¬38 Mln for Expansion in Morocco & Tunisia,http://northafricapost.com/21802-ebrd-lends-figeac-aero-e38-mln-expansion-morocco-tunisia.html,NEWS EBRD - All streams,ebrd,NA
4827d3f,2018-03-06,AfDB obtains $52.5m Green Climate Fund for Zambia Renewable Energy,http://worldstagegroup.com/index.php?active=news&newscid=43413&catid=26,NEWS AFDB- All Streams,afdb,gcf
a5af59f,2018-06-06,AfDB promotes better access to mortgage finance in Ghana,https://www.worldstagegroup.com/afdb-promotes-better-access-to-mortgage-finance-in-ghana/,NEWS AFDB- All Streams,afdb,NA
2513267f,2018-01-13,PPP Center sets pre-bid conference for Baggao Water LGU project,http://beta.philstar.com/business/2018/01/14/1777442/ppp-center-sets-pre-bid-conference-baggao-water-lgu-project,NEWS ADB - All Streams,adb,NA
96b5109d,2018-04-27,IDB approves another loan for Quito metro,https://www.bnamericas.com/en/news/infrastructure/idb-approves-another-loan-for-quito-metro,NEWS IDB - All Streams,idb,NA
9bbee377,2018-04-28,IDB approves USD 250 mln loan to help build a metro line in Quito,https://www.devdiscourse.com/Article/5428-idb-approves-usd-250-mln-loan-to-help-build-a-metro-line-in-quito/Latin%20America%20and%20Caribbean,NEWS IDB - All Streams,idb,NA
73334df7,2018-04-23,"IDB Invest, IFC finance Achiras wind farm in Argentina",https://www.txfnews.com/Tracker/Details/ef312f80-bad7-4bec-90f3-eec29a2e536a/IDB-Invest-IFC-finance-Achiras-wind-farm-in-Argentina,NEWS IDB - All Streams,idb,ifc
2d23370d,2018-05-17,IDB invests USD 5 mn in MONI Online in its first operation with Fintech company,https://www.devdiscourse.com/Article/7943-idb-invests-usd-5-mn-in-moni-online-in-its-first-operation-with-fintech-company,NEWS IDB - All Streams,idb,NA
9e628fd3,2018-02-14,Nigeria: AfDB Signs $700 Million Development Loan Agreement With Japan,http://allafrica.com/stories/201802140029.html,NEWS AFDB- All Streams,afdb,jica
3d4066f7,2018-05-10,AfDB Grants $1.5 million for Jigawa IPP,http://africaoilandpower.com/2018/05/10/afdb-grants-1-5-million-for-jigawa-ipp/,NEWS AFDB- All Streams,afdb,NA
69adbb37,2018-05-23,"AfDB, Korea agree to partner on Korea-Africa Energy Investment Facility",http://www.engineeringnews.co.za/article/afdb-korea-agree-to-partner-on-korea-africa-energy-investment-facility-2018-05-23,NEWS AFDB- All Streams,afdb,NA
c10f5087,2018-03-22,"EBRD PROVIDES EUR 1.15 BLN TO SUPPORT SMES IN UKRAINE, GEORGIA, MOLDOVA",https://open4business.com.ua/ebrd-provides-eur-1-15-bln-support-smes-ukraine-georgia-moldova/,NEWS EBRD - All streams,ebrd,NA
d6eab073,2018-02-09,EBRD provides â‚¬6 million loan to PeopleCert,http://www.finchannel.com/business/banksandservices/71466-ebrd-provides-6-million-loan-to-peoplecert,NEWS EBRD - All streams,ebrd,NA
af4b8026,2018-04-01,"Wema Bank secures $35m AfDB, ICD funds for SMEs",http://thenationonlineng.net/wema-bank-secures-35m-afdb-icd-funds-smes/,NEWS AFDB- All Streams,afdb,NA
c518c447,2018-03-22,AfDB grants Ghana $39 million to improve agricultural output in Savannah zone,https://www.ecofinagency.com/agriculture/2203-38231-afdb-grants-ghana-39-million-to-improve-agricultural-output-in-savannah-zone,NEWS AFDB- All Streams,afdb,NA
2cd7aac4,2018-02-12,ADB provides USD 100 million loan assistance to Nepal,http://kathmandupost.ekantipur.com/news/2018-02-12/adb-provides-usd-100-million-loan-assistance-to-nepal.html,NEWS ADB - All Streams,adb,NA
bfbc4f3c,2018-03-21,Rwanda Innovation Fund project to receive US $30-million loan from African Development Bank,http://www.businessghana.com/site/news/business/161626/Rwanda-Innovation-Fund-project-to-receive-US-$30-million-loan-from-African-Development-Bank,NEWS AFDB- All Streams,afdb,NA
5c3867d7,2018-02-27,IDB provides US$248m for key gov't initiatives,http://www.jamaicaobserver.com/latestnews/IDB_provides_US$248m_for_key_gov%26%238217;t_initiatives?profile=1228,NEWS IDB - All Streams,idb,NA
f6652c7b,2018-02-07,EIB approves 1.5 bln euro loan to TAP gas pipline,http://www.menafn.com/1096442548/EIB-approves-15-bln-euro-loan-to-TAP-gas-pipline,NEWS EIB - All streams,eib,NA
6c72ae9a,2018-02-12,/ ADB pledges USD 100 million to upgrade rural roads in Nepal,https://www.indiatoday.in/pti-feed/story/adb-pledges-usd-100-million-to-upgrade-rural-roads-in-nepal-1167873-2018-02-12,NEWS ADB - All Streams,adb,NA
7539d05f,2018-05-14,Citi Inks $100 Million Trade Finance Deal With Asian Development Bank,https://www.pymnts.com/news/b2b-payments/2018/citi-adb-trade-finance/,NEWS ADB - All Streams,adb,NA
c5346537,2018-03-16,"ADB, India Sign $120 Million Loan to Improve Rail Infrastructure",https://www.finchannel.com/business/72240-adb-india-sign-120-million-loan-to-improve-rail-infrastructure,NEWS ADB - All Streams,adb,NA
ae07d672,2018-02-14,World Bank inks $510m Iraq infrastructure project deal,http://www.gdnonline.com/Details/317754/World-Bank-inks-$510m-Iraq-infrastructure-project-deal,NEWS WB- All Streams,wb,NA
8c34b030,2018-02-16,World Bank approves $486m to improve Nigeria's electricity transmission network,http://www.power-technology.com/news/world-bank-approves-486m-improve-nigerias-electricity-transmission-network/,NEWS WB- All Streams,wb,NA
44e02446,2018-02-03,Inland Waterways Authority Of India Signs Project Agreement With The World Bank For Jal Marg Vikas Project on Ganga,http://www.businessworld.in/article/Inland-Waterways-Authority-Of-India-Signs-Project-Agreement-With-The-World-Bank-For-Jal-Marg-Vikas-Project-on-Ganga-/03-02-2018-139435,NEWS WB- All Streams,wb,NA
e982195d,2018-04-07,World Bank to fund $ 420 mn for climate resilient farming in Maharashtra,https://www.ruralmarketing.in/industry/policy/world-bank-to-fund-420-mn-for-climate-resilient-farming-in-maharashtra,NEWS WB- All Streams,wb,NA
5a307c9e,2018-03-31,Burkina Faso: World Bank Approves $50 Million to Boost Private Investment and Job Creation,https://moderndiplomacy.eu/2018/03/31/burkina-faso-world-bank-approves-50-million-to-boost-private-investment-and-job-creation/,NEWS WB- All Streams,wb,NA
21044d5f,2018-04-30,World Bank approves $180 mln loan guarantee for Kenya's energy sector,https://www.reuters.com/article/kenya-worldbank-energy/world-bank-approves-180-mln-loan-guarantee-for-kenyas-energy-sector-idUSL8N1S7375,NEWS WB- All Streams,wb,NA
340d79e8,2018-02-12,Government secures $40m from World Bank to support free SHS,https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Government-secures-40m-from-World-Bank-to-support-free-SHS-625783,NEWS WB- All Streams,wb,NA
21c8dc10,2018-02-24,AfDB approves RFTF with US$ 3 million,http://www.businessghana.com/site/news/business/160143/AfDB-approves-RFTF-with-US$-3-million,NEWS AFDB- All Streams,afdb,NA
b78eac50,2018-02-24,AfDB approves RFTF with US$ 3 million,http://www.businessghana.com/site/news/Business/160143/AfDB-approves-RFTF-with-US$-3-million,NEWS AFDB- All Streams,afdb,NA
2478dd5b,2018-05-22,Afghanistan awards 50 MW of hybrid solar projects,https://renewablesnow.com/news/afghanistan-awards-50-mw-of-hybrid-solar-projects-613419/,NEWS ADB - All Streams,adb,NA
f2f565d6,2018-03-19,ADB director reaffirms support for Afghanistan's infrastructure development,https://www.pajhwok.com/en/2018/03/19/adb-director-reaffirms-support-afghanistan%E2%80%99s-infrastructure-development,NEWS ADB - All Streams,adb,NA
166e847c,2018-03-01,EBRD to support capacity building of Azerbaijan's energy regulator,https://www.azernews.az/business/128042.html,NEWS EBRD - All streams,ebrd,NA
a183ec95,2018-02-27,ADB President Confirms Increased Financial Assistance to Bangladesh,http://feedproxy.google.com/~r/adb_news/~3/9GBV392aakE/adb-president-confirms-increased-financial-assistance-bangladesh,NEWS ADB - All Streams,adb,NA
e6a79ca2,2018-02-16,Japan Gives $700m Loan To AfDB,https://leadership.ng/2018/02/16/japan-gives-700m-loan-afdb/,NEWS AFDB- All Streams,afdb,NA
5eca9220,2018-05-31,"AfDB, GCF partner on 'Desert-to-Power' scheme",http://thenationonlineng.net/afdb-gcf-partner-on-desert-to-power-scheme/,NEWS AFDB- All Streams,afdb,NA
f1e63fb6,2018-02-27,Asian Infrastructure Investment Bank to invest $200 mn in NIIF,https://www.vccircle.com/asian-infrastructure-investment-bank-to-invest-200-mn-in-niif/,NEWS AIIB - All Streams,aiib,NA
aa4f370e,2018-01-18,ADB VP Reaffirms Commitment to Support Bangladesh on Implementing SDGs,http://moderndiplomacy.eu/2018/01/18/adb-vp-reaffirms-commitment-support-bangladesh-implementing-sdgs/,NEWS ADB - All Streams,adb,NA
f3ddad4,2018-05-07,"ADB, Ameriabank sign $30 mln equity investment agreement",http://www.panarmenian.net/eng/news/255180/ADB_Ameriabank_sign_30_mln_equity_investment_agreement,NEWS ADB - All Streams,adb,NA
6791fdef,2018-05-06,"ADB Loan, Equity to Ameriabank to Help Promote Financial Inclusion in Armenia",http://feedproxy.google.com/~r/adb_news/~3/6Ocpwy7LTa0/adb-loan-equity-ameriabank-help-promote-financial-inclusion-armenia,NEWS ADB - All Streams,adb,NA
fa918094,2018-05-10,EBRD supports modernization of Albania transport,http://www.world-grain.com/articles/news_home/World_Grain_News/2018/05/EBRD_supports_modernization_of.aspx?ID={B5AB62E2-FAA9-4F2A-B049-4FFFC019E7F7},NEWS EBRD - All streams,ebrd,NA
bc831237,2018-06-05,ADB ready to assist development of Armenia's energy sector,https://news.am/eng/news/455076.html,NEWS ADB - All Streams,adb,NA
db83b0fb,2018-05-30,EBRD to Finance Armenian Healthcare Reform,https://emerging-europe.com/in-brief/ebrd-to-finance-armenian-healthcare-reform/,NEWS EBRD - All streams,ebrd,NA
b979d1c5,2018-03-17,ADB to support implementation of projects within public-private partnership in Azerbaijan (Exclusive),http://menafn.com/1096606535/ADB-to-support-implementation-of-projects-within-publicprivate-partnership-in-Azerbaijan-Exclusive,NEWS ADB - All Streams,adb,NA
667c620f,2018-06-04,Search EBRD portfolio in Azerbaijan expands,https://news.az/articles/economy/131598,NEWS EBRD - All streams,ebrd,NA
85f28676,2018-04-09,EBRD increases its portfolio in Azerbaijan,https://en.trend.az/business/economy/2884342.html,NEWS EBRD - All streams,ebrd,NA
4fe6b679,2018-01-24,2017: A bad year for major South Asian infrastructure projects,https://www.dhakatribune.com/world/south-asia/2018/01/25/2017-bad-year-major-south-asian-infrastructure-projects/,NEWS ADB - All Streams,adb,NA
4b6435f4,2018-02-28,ADB raises Bangladesh aid package to $8 bln,https://www.reuters.com/article/bangladesh-adb-assistance/adb-raises-bangladesh-aid-package-to-8-bln-idUSL4N1QI4R2,NEWS ADB - All Streams,adb,NA
beee2d08,2018-02-22,ADB funds Bangladesh rail improvements,http://www.publicfinanceinternational.org/news/2018/02/adb-funds-bangladesh-rail-improvements,NEWS ADB - All Streams,adb,NA
4ffb27bc,2018-02-21,ADB Provides $360 Million for Rolling Stock to Boost Bangladesh Railway,http://moderndiplomacy.eu/2018/02/21/adb-provides-360-million-rolling-stock-boost-bangladesh-railway/,NEWS ADB - All Streams,adb,NA
